TIME,SEX,COUNTRY,SIZECLAS,VALUE
2018,Females,Denmark,Arts entertainment and recreation,3500
2018,Females,Denmark,Other service activities,4741
2018,Females,Germany (until 1990 former territory of the FRG),Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),2996
2018,Females,Germany (until 1990 former territory of the FRG),Industry construction and services (except public administration defense compulsory social security),2953
2018,Females,Germany (until 1990 former territory of the FRG),Business economy,2795
2018,Females,Germany (until 1990 former territory of the FRG),Industry and construction,3109
2018,Females,Germany (until 1990 former territory of the FRG),Industry (except construction),3150
2018,Females,Germany (until 1990 former territory of the FRG),Mining and quarrying,3607
2018,Females,Germany (until 1990 former territory of the FRG),Manufacturing,3117
2018,Females,Germany (until 1990 former territory of the FRG),Electricity gas steam and air conditioning supply,4099
2018,Females,Germany (until 1990 former territory of the FRG),Water supply; sewerage waste management and remediation activities,3143
2018,Females,Germany (until 1990 former territory of the FRG),Construction,2652
2018,Females,Germany (until 1990 former territory of the FRG),Services (except activities of households as employers and extra-territorial organisations and bodies),2980
2018,Females,Germany (until 1990 former territory of the FRG),Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),2928
2018,Females,Germany (until 1990 former territory of the FRG),Wholesale and retail trade; transport; accommodation and food service activities; information and communication,2533
2018,Females,Germany (until 1990 former territory of the FRG),Wholesale and retail trade; repair of motor vehicles and motorcycles,2536
2018,Females,Germany (until 1990 former territory of the FRG),Transportation and storage,2617
2018,Females,Germany (until 1990 former territory of the FRG),Accommodation and food service activities,1887
2018,Females,Germany (until 1990 former territory of the FRG),Information and communication,3743
2018,Females,Germany (until 1990 former territory of the FRG),Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,2943
2018,Females,Germany (until 1990 former territory of the FRG),Financial and insurance activities,4102
2018,Females,Germany (until 1990 former territory of the FRG),Real estate activities,3184
2018,Females,Germany (until 1990 former territory of the FRG),Professional scientific and technical activities,3412
2018,Females,Germany (until 1990 former territory of the FRG),Administrative and support service activities,2160
2018,Females,Germany (until 1990 former territory of the FRG),Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,3234
2018,Females,Germany (until 1990 former territory of the FRG),Public administration and defence; compulsory social security,3472
2018,Females,Germany (until 1990 former territory of the FRG),Education; human health and social work activities; arts entertainment and recreation; other service activities,3182
2018,Females,Germany (until 1990 former territory of the FRG),Education,3656
2018,Females,Germany (until 1990 former territory of the FRG),Human health and social work activities,3039
2018,Females,Germany (until 1990 former territory of the FRG),Arts entertainment and recreation,2463
2018,Females,Germany (until 1990 former territory of the FRG),Other service activities,2909
2018,Females,Estonia,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),1235
2018,Females,Estonia,Industry construction and services (except public administration defense compulsory social security),1212
2018,Females,Estonia,Business economy,1191
2018,Females,Estonia,Industry and construction,1121
2018,Females,Estonia,Industry (except construction),1114
2018,Females,Estonia,Mining and quarrying,1225
2018,Females,Estonia,Manufacturing,1093
2018,Females,Estonia,Electricity gas steam and air conditioning supply,1551
2018,Females,Estonia,Water supply; sewerage waste management and remediation activities,1259
2018,Females,Estonia,Construction,1244
2018,Females,Estonia,Services (except activities of households as employers and extra-territorial organisations and bodies),1261
